# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:10 BST 2015 [seed=1430153528940]
state	age(PEREGRINEFALCON_HK_D0028_2004)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
2721000	1.1536808303135926	-4685.342191887852	-308.9344719711162	-4376.407719916736	11.923537318656763	63.713661773195504	31.768613959780865	12.04074648827618	3.2376448517719942	5.11363639299482	2.0	3.0	6.0	8.0	1.0	9.892550608312563	0.5882172823106294	0.45089862498633115	1.9608840927030213	0.002817416112108677	-1235.0390161871658	-1193.9994065012943	-1947.3692972282763	-58.22781026208033
2722000	1.7632956816259044	-4685.733569897221	-314.6456580957661	-4371.0879118014545	11.029669340089734	30.262846875145776	23.472547697290622	7.901913093486758	4.873170406947814	13.629906897358897	4.0	4.0	7.0	3.0	2.0	9.071681011628895	0.49081701715938464	0.6380446556011911	1.871138327239406	0.0028660023544272773	-1235.7715323049936	-1191.6626305722832	-1943.6537489241782	-64.02956528894961
2723000	1.2966588160357686	-4677.542622184319	-311.0312904448324	-4366.511331739486	12.571098839958244	32.545243080430794	6.522678369344757	4.55709208481154	3.147345637972398	12.637507758714566	5.0	5.0	4.0	5.0	1.0	9.071681011628895	0.6258031900224668	0.5403957040885707	1.833801105888944	0.0029069287966181235	-1234.7274789034857	-1192.7284431111866	-1939.0554097248137	-61.458821054437124
2724000	1.8169708725377554	-4675.797189148407	-308.323898664888	-4367.473290483518	11.482760667399951	67.24344063011702	17.848047860369732	8.616165204916232	3.7125961347405116	3.6205859260642845	5.0	2.0	2.0	8.0	3.0	7.067447969937811	0.6125811950319139	0.6626174769143001	1.7248013280537673	0.0029892524770949043	-1233.2568367451547	-1194.08462902132	-1940.1318247170432	-59.19170577215378
2725000	1.6474088404151903	-4676.979759633603	-307.4472815440815	-4369.532478089522	12.225728046541496	72.38225529595617	10.943793741757796	4.239135098597775	6.528577043755397	1.7202600763912856	3.0	1.0	5.0	7.0	4.0	8.078723508171613	0.6741293875507646	0.6215512943411875	1.7043193181080292	0.0029807274608275075	-1237.9197821027662	-1195.3795818885926	-1936.233114098163	-58.48017579685098
2726000	2.056348662807019	-4677.702915564466	-308.0157783209897	-4369.687137243476	12.592373601837767	233.6764816582839	15.282703468018996	30.246338842030923	7.0456936252909905	1.9984684413924514	1.0	1.0	1.0	12.0	5.0	6.768821294997503	0.5904359943561415	0.4855087599614163	1.9240552456824236	0.002614123839908451	-1235.1212930507927	-1194.3476267280969	-1940.2182174645864	-54.28744237433406
2727000	2.056348662807019	-4681.800595204349	-309.84797505995897	-4371.95262014439	12.990174066265565	191.8321624182003	64.62886001460612	45.78485327877993	3.0880948178221193	3.867312460650444	2.0	1.0	2.0	12.0	3.0	6.5125988891693805	0.556235827362123	0.5334452781854628	1.9103188944523957	0.0028589934676193033	-1231.7822841697919	-1194.498685353749	-1945.6716506208484	-55.717208729125716
2728000	2.047127421453297	-4670.714993655056	-303.38842742677616	-4367.326566228279	11.25905252963126	69.14724015098119	26.578121984176615	13.95379770799033	3.6434631310981036	4.301015040360355	2.0	1.0	1.0	12.0	4.0	8.038154056701691	0.622631004485378	0.5334452781854628	1.8439237173291405	0.0032560174596245176	-1235.0556730329865	-1195.853153476958	-1936.4177397183344	-53.01350350335618
2729000	1.571250805238173	-4672.541869745467	-303.3371946495145	-4369.204675095953	11.203067222682922	75.22768831636131	44.226336175935636	6.913936409200484	3.0469274135431523	2.7357745054231217	1.0	3.0	1.0	12.0	3.0	8.132715684571675	0.6051594764141494	0.7000363715886623	1.6948041519971697	0.00319225526482339	-1234.4892992583732	-1194.03802981209	-1940.6773460254892	-53.421954634697485
2730000	1.4193645868558735	-4666.992749056153	-300.02400624468214	-4366.968742811471	11.343703205124958	38.40715924904656	26.584085678610478	12.292482639146838	3.159688437724861	2.2085741312024356	1.0	2.0	1.0	12.0	4.0	6.710628737582363	0.7199854909950932	0.6208079985397654	1.6592065104651228	0.002938638841650197	-1233.1321031020516	-1193.550135435018	-1940.2865042744015	-51.51495042514247
2731000	2.9322999198169306	-4663.135477348763	-297.76647756419044	-4365.368999784572	11.5254040574525	48.66272647865487	17.429990775554657	2.195030279473372	3.670176898228362	2.0696947982793574	1.0	3.0	3.0	9.0	4.0	11.936282819698262	0.6430981821781103	0.5492649827704693	1.807636835051402	0.003195770074892438	-1234.1336917358626	-1194.2766102493972	-1936.9586977993117	-49.59385550285889
2732000	0.5953653002211077	-4677.578805174449	-309.4046879592956	-4368.174117215154	13.2111237415429	45.27593747721803	90.10866091436377	9.186336638912005	4.301385070719673	3.820963568298603	1.0	2.0	2.0	11.0	4.0	7.717200026926055	0.5503937219442138	0.6143181647435562	1.8352881133122114	0.0026762061504934055	-1234.558540645072	-1192.6560406847855	-1940.9595358852966	-57.85079958455932
2733000	2.033624378275386	-4667.578770074502	-301.4241516674206	-4366.154618407082	10.682886226695334	266.7410180568848	17.443485069182696	3.922319510873784	7.910756290506569	0.9738925971119207	1.0	1.0	3.0	8.0	7.0	7.642352053348976	0.5745468531114046	0.6261658671730019	1.7992872797155752	0.003200587329311438	-1233.6996387080221	-1190.2668191963248	-1942.188160502735	-49.23528756343345
2734000	1.8062236334380675	-4670.7152722036935	-306.315868317519	-4364.399403886175	11.187587387769657	466.16172902700504	32.11295136336331	7.866652141461836	7.209818916313837	1.4978442631797273	1.0	2.0	3.0	7.0	7.0	9.570108729514358	0.7221610965611052	0.5895050441431359	1.6883338592957404	0.0027860910092212844	-1232.2398362671452	-1192.992247103124	-1939.167320515905	-52.564202439811986
2735000	1.7568204174072228	-4674.641593778129	-307.11870554211737	-4367.522888236012	11.57734514108997	43.804977157830486	9.888038622849281	8.604112940870662	13.312295716036585	1.6986357342199505	3.0	1.0	4.0	4.0	8.0	10.086868997176813	0.60974686548121	0.6363530629571846	1.7539000715615867	0.0029873118680465408	-1233.483146451544	-1193.2849047588247	-1940.7548370256432	-57.18652989829753
2736000	2.392933256469382	-4673.1263701082335	-306.3819280442591	-4366.744442063974	12.054706279389356	63.13248004435946	41.81541377370616	17.838869694020907	4.4529632346051224	0.9380541218241374	1.0	1.0	7.0	3.0	8.0	7.44760145299729	0.6939876127901901	0.46722979056990277	1.8387825966398883	0.003224910612096393	-1230.7720561242663	-1192.2337231217518	-1943.7386628179556	-56.16760780799944
2737000	1.2919128140815221	-4665.109289076314	-300.37278386076804	-4364.736505215546	10.820489458491618	26.17827333477345	16.522724587877914	6.4459763353365895	3.161804456631654	1.0547090993398405	3.0	2.0	8.0	3.0	4.0	7.6107987283467295	0.7258941431804804	0.5287133872018095	1.7453924696176912	0.0033544665605851494	-1235.3965618071795	-1188.816172649795	-1940.5237707585713	-53.89013501711417
2738000	1.5097142954437057	-4661.440960956158	-299.05551295600094	-4362.385448000157	11.022426883472537	38.53799849820024	2.2599943837673004	3.0095625409256326	2.0223990898132103	1.445334068881592	3.0	1.0	10.0	5.0	1.0	8.634027100748195	0.6285671037990852	0.6653873847329506	1.7060455114679456	0.0035582659836817907	-1232.0716964500275	-1192.4666290104265	-1937.8471225397036	-53.939596021734616
2739000	1.2558508588243722	-4672.9359050257735	-300.7578210116655	-4372.178084014108	11.406536711908547	60.82848904734702	25.645328719921828	6.6033243948001505	3.1154159524887697	1.4954760762168844	1.0	2.0	11.0	3.0	3.0	12.28328043117184	0.6531442845592189	0.5087963944898272	1.8380593209509353	0.00373105422885852	-1239.4739326321803	-1195.6220634293425	-1937.0820879525854	-51.87575218987584
2740000	2.0579416082213435	-4659.912310845259	-296.61580086209057	-4363.296509983168	11.221316933438775	32.71290212592202	10.545980617964256	3.9744982972249785	2.1623239876212357	2.6788384967271264	1.0	3.0	8.0	4.0	4.0	8.626079703676298	0.6171816690521738	0.5938473862541592	1.7889709446936484	0.0036912137166822084	-1231.4297733990904	-1189.548442264143	-1942.3182943199345	-50.23796265109205
2741000	1.108457516334898	-4664.419730018829	-297.80303696788485	-4366.616693050944	10.858467902946524	131.80913139530276	30.171807335975014	3.993105673142456	2.895794527334307	1.6072911572188733	1.0	3.0	6.0	5.0	5.0	7.769159513926103	0.5795923330534328	0.5928233833004485	1.8275842836461	0.003739206545995296	-1233.7715412454943	-1195.4586669171915	-1937.3864848882588	-48.23542642237351
2742000	1.265413769571797	-4662.091844968624	-295.7142663392058	-4366.377578629418	9.576298352906838	95.58829677495201	4.0468398435040775	4.226155288538067	4.928734722375191	0.7476602189863404	3.0	2.0	7.0	1.0	7.0	7.534839184745947	0.7093238670014296	0.47920112661487585	1.8114750063836762	0.003789668052931971	-1233.3410471197606	-1191.5125524592022	-1941.5239790504554	-47.47722168336618
2743000	2.359203000173408	-4653.952581741211	-289.70536688100856	-4364.247214860203	9.347889174795865	80.71018231584594	3.5914816068057083	1.6245470925252312	1.768375339446564	1.9969698214794815	2.0	10.0	4.0	3.0	1.0	9.677661449434485	0.6469586872830232	0.5742437713884762	1.7787975413284822	0.004054716972209219	-1230.3659043823764	-1188.905893713836	-1944.97541676399	-43.34681834651457
2744000	1.9224641453611788	-4653.189693745909	-288.84052243504044	-4364.349171310868	8.965390989667545	38.64390034053214	5.282365752368304	3.7511386554878503	0.9026325381916472	1.0761274734689084	2.0	7.0	4.0	5.0	2.0	8.84637398505925	0.6124639802070893	0.5570458094261482	1.8304902103667442	0.004202107254411621	-1234.5864966184035	-1190.4573117541818	-1939.3053629382823	-43.92957682828675
2745000	2.531663523573238	-4665.781852029199	-296.74493129611085	-4369.036920733089	10.36300806714593	33.36367387818557	10.837336484581543	2.2840117659121932	1.7139361735697343	1.0566462883966043	3.0	4.0	5.0	7.0	1.0	8.615146748047911	0.5564153484138743	0.6218513680803442	1.8217332835057631	0.0037996719644604526	-1232.8565624488378	-1190.4204104278615	-1945.7599478563895	-51.66775428047722
2746000	2.269307152491542	-4660.073120307865	-293.3009493530061	-4366.772170954859	9.664841060124845	53.6458013774433	2.5161354402406335	3.629725148404851	0.8457880105583726	1.3640367585809696	3.0	3.0	11.0	2.0	1.0	9.184021416364407	0.6008013599820187	0.633737574226918	1.765461065791045	0.003851885641816558	-1236.6809419623935	-1190.678961726985	-1939.4122672654805	-47.480533948500046
2747000	0.952069051458138	-4663.421117052454	-298.5433870258016	-4364.877730026653	10.610460702816447	41.852320331842115	23.524765383741855	7.49437302780104	0.5952944781013986	0.9704416313174588	3.0	2.0	8.0	3.0	4.0	9.214500950472294	0.6591442308777837	0.526351996483555	1.8145037726386428	0.00395278986262031	-1236.3977971239933	-1195.4754394026543	-1933.0044935000053	-51.352014349392014
2748000	1.3583620555563556	-4658.254441267177	-288.2685078237037	-4369.985933443473	8.6503995037553	52.580906099381984	6.235995128982623	3.987103204018532	0.5152150249564945	0.23682517150067509	4.0	2.0	7.0	3.0	4.0	9.161785571017099	0.6031425145149245	0.5730796946472104	1.8237777908378465	0.004200161890480794	-1238.5568885665398	-1193.7430048519257	-1937.6860400250075	-43.97316868755285
2749000	1.6452682161319816	-4660.72820768763	-292.7909816272934	-4367.937226060337	9.663054712438178	15.681157119522634	10.082380858634577	4.649351543380771	5.08399058030735	0.7512648209102276	3.0	1.0	4.0	5.0	7.0	8.162982770714935	0.5271144410757334	0.4755670951892396	1.9973184637350083	0.004747546798562066	-1232.6926179319669	-1194.2916746054661	-1940.9529335229035	-47.108977083845616
2750000	1.2188412566023406	-4658.671764567342	-289.97021682131873	-4368.701547746023	9.253905127828704	33.2985288135371	5.3659192336829005	3.3363412971088198	1.7258215317965762	0.9351729265267962	3.0	1.0	9.0	3.0	4.0	10.103232108700022	0.6607225447489488	0.6416821196172625	1.6975953356337699	0.00431161890042661	-1233.0749929836852	-1194.436162907792	-1941.1903918545456	-45.115118260298175
2751000	0.8669349109865467	-4663.550833830123	-293.49896548238496	-4370.0518683477385	9.11326724751306	35.093773411149776	13.918132318399666	3.1585316505278547	3.5463191656103925	0.7694012907485308	4.0	3.0	3.0	4.0	6.0	7.38239558674793	0.5608539799161312	0.6275576154172106	1.8115884046666395	0.0046065682152176424	-1233.080160129286	-1193.9615995866413	-1943.010108631811	-47.112833489284206
2752000	2.004623890478404	-4661.350972951637	-297.6604783319907	-4363.690494619646	9.562967968277517	7.263579787822616	8.270164249582159	4.889620278721822	0.6475278910284856	1.0527288638669379	8.0	1.0	7.0	2.0	2.0	9.200110222073734	0.5317680441913742	0.6743025044972657	1.7939294513113413	0.0038611782407780354	-1235.2359675057073	-1191.4110334499267	-1937.043493664012	-54.46382140993363
2753000	1.6076707771356715	-4657.487798134361	-294.1119198705052	-4363.375878263855	9.751220019357653	59.26998301199758	3.1725986480084627	4.657413490533094	1.448684282104719	0.8036429475101798	2.0	6.0	7.0	4.0	1.0	11.829381380636597	0.6187563082186598	0.6152512343112266	1.7659924574700947	0.003978879485921125	-1233.0105496081014	-1190.8451382772273	-1939.5201903785264	-47.76762210227078
2754000	1.6895789557343597	-4659.657325046168	-290.18920654764577	-4369.468118498522	9.245028985291087	65.08885616087986	2.4985956947017147	3.555460360527037	1.6764295787260042	1.487636370571123	2.0	6.0	5.0	6.0	1.0	9.92962992414687	0.566645305301182	0.6086151762042757	1.8247395184945234	0.004536810349260507	-1234.4625906241895	-1193.8588123257346	-1941.1467155485977	-43.762524527790816
2755000	1.3246068279191574	-4657.529364791886	-287.07595982761404	-4370.453404964272	9.742255159082621	28.32528559994923	1.4271567963923308	3.9647337919578822	0.7216398786610922	0.6095755839962442	3.0	4.0	6.0	5.0	2.0	8.427231468184813	0.5789498803677339	0.6919514086633638	1.7290987109688836	0.003916643885139228	-1233.361676201296	-1192.9084104742333	-1944.183318288742	-42.73640585429135
2756000	1.4966862666433602	-4654.831076190681	-289.629817794053	-4365.201258396628	8.94541824940195	17.93789267874196	9.79531914025348	2.488740494730883	0.58434808448489	2.3910394183728045	4.0	1.0	12.0	2.0	1.0	8.427231468184813	0.5407308703177204	0.6158475705578829	1.8434215591243783	0.004384527484837849	-1233.9420468070537	-1194.0804317693417	-1937.1787798202322	-43.68284001633799
2757000	1.9367396096130145	-4659.297709961532	-292.7544002810653	-4366.543309680466	9.317542977785186	25.185632304922635	4.091186245607298	3.5251499876237826	0.5575050991795291	1.0553578000403698	5.0	8.0	3.0	1.0	3.0	8.738191100586814	0.7012426091504199	0.5332841693119541	1.7654732215376077	0.0041421718653997025	-1235.7030338456125	-1193.0391068042697	-1937.8011690305843	-48.71592795385452
2758000	1.414655493848219	-4657.6866181625965	-291.9606817614066	-4365.72593640119	9.700673283009698	38.54857481937518	2.7652608464026227	2.348734513253837	0.5188970088805284	0.6292377041447135	3.0	11.0	1.0	2.0	3.0	7.683464721773543	0.6346981103823472	0.5118436792117289	1.8534582104059054	0.003532430784569462	-1234.4442664060934	-1188.0284040761294	-1943.2532659189671	-48.78962470457578
2759000	1.0585668000514672	-4662.605711947127	-295.7898983168326	-4366.8158136302945	10.501825443948013	16.514443802163353	3.7461375509189163	2.060013548113503	1.9764576118520263	1.3000499263358134	3.0	6.0	1.0	7.0	3.0	9.41646344220668	0.676877851675863	0.679709500464402	1.643412647859716	0.003352726332696327	-1235.15909544785	-1191.0804309723017	-1940.5762872101432	-52.561764416824644
2760000	2.325728024906114	-4665.853004903049	-293.57784412112983	-4372.275160781919	8.866855843575353	32.35663561018377	16.6453361221901	4.221720700155619	1.445290426538863	1.3091696085489999	3.0	4.0	5.0	6.0	2.0	7.039974238819497	0.5696053105685658	0.7031056425672071	1.7272890468642084	0.003927763368793374	-1232.6443407081626	-1190.9744371345423	-1948.6563829392142	-47.77718365582428
2761000	1.8894962269725801	-4669.872536855735	-301.8436085890362	-4368.028928266699	10.747013801288363	54.17598473936144	10.41223104225012	5.912140862468609	0.3520986200988366	1.543629823244276	1.0	7.0	6.0	5.0	1.0	6.999478568847807	0.7098578454474392	0.5151179608821098	1.775024193670432	0.0035510324392519555	-1237.2952947532733	-1190.587557694332	-1940.1460758190935	-53.37500403485186
2762000	1.6954630731662887	-4658.808065149678	-296.36592943394464	-4362.4421357157335	11.222585548826933	35.47091788084351	11.263438046527064	9.778334153264527	0.7456652733541437	1.2851229160234154	2.0	1.0	10.0	6.0	1.0	8.754217019486681	0.6098109059576701	0.5870421789404713	1.80314691510184	0.003519617564886393	-1232.6684456386827	-1194.5088570074633	-1935.264833069588	-49.406802338318045
2763000	1.4642781462657908	-4669.317357068655	-302.8272811399617	-4366.490075928693	11.523912936697682	23.347829622123218	19.339977248063263	10.46971744542583	2.4671112875203987	1.730242456265184	1.0	8.0	2.0	6.0	3.0	8.980117300445889	0.51431314329729	0.5870421789404713	1.8986446777622201	0.003268875159829335	-1233.8238187637946	-1191.4495410324807	-1941.2167161324176	-55.552383104764104
2764000	1.9322229741365033	-4671.781999877206	-302.0132630817509	-4369.768736795455	10.06763689669597	69.45047328138375	19.339977248063263	16.431692495479187	3.111457620905421	1.2790793576165786	2.0	5.0	3.0	4.0	6.0	10.501212669453194	0.5447131069771538	0.783339671003518	1.6719472220193095	0.0036409181872384374	-1231.8171721779754	-1194.099029821151	-1943.8525347963282	-52.29701909841776
2765000	1.5632219082253895	-4663.615273390753	-297.944870074298	-4365.670403316455	9.747424034684855	131.24357918510464	16.11355185726531	4.869436573507923	6.092774217804787	1.0963901897060935	1.0	3.0	3.0	3.0	10.0	10.896064647686508	0.5313941689763674	0.4800614659582283	1.9885443650653858	0.003586919600775798	-1231.292000000416	-1193.4987727417417	-1940.8796305742974	-47.5179586812409
2766000	1.3133440165375747	-4662.504934234668	-299.2420931263905	-4363.262841108278	9.977339897479418	47.74630325089211	11.388433133419673	4.887900074718338	5.276387371427181	2.09372005551338	2.0	5.0	1.0	2.0	10.0	8.820124376673212	0.6278888585070265	0.6777945320415585	1.6943166094513964	0.003861512469531026	-1235.0651286642885	-1191.8398771918582	-1936.3578352521306	-51.248134825001365
2767000	0.9932219413693701	-4671.150984758647	-304.61537100406815	-4366.535613754579	10.510790379213807	162.31121932856715	11.153703747874422	20.964187005868435	6.882781159794921	1.403155263848877	1.0	7.0	1.0	3.0	8.0	8.93961109917547	0.6701323340008182	0.6320621129052336	1.6978055530939296	0.003160645930365654	-1232.509950480401	-1189.9786570143033	-1944.0470062598738	-52.1232626297362
2768000	1.7572443095393986	-4678.777182739817	-313.26713820082455	-4365.510044538993	12.038943425652587	151.57219537013813	18.336080290925466	10.242336280812614	12.080620742792037	4.62339650316635	2.0	2.0	2.0	4.0	10.0	11.126250513599821	0.5425830227393221	0.6293632435986456	1.828053733662014	0.002529664409467697	-1231.8618230128388	-1190.8781025726967	-1942.7701189534578	-60.58844190593125
2769000	1.3197454651088059	-4675.709461835918	-311.79791060387277	-4363.911551232045	11.99093713224337	456.10390207476985	13.946868383168994	6.24393270495621	7.26903820368953	3.6404468812997433	1.0	2.0	1.0	7.0	9.0	7.147645752611986	0.5461672563170259	0.5725406891919451	1.8812920544910108	0.0026288829618171237	-1232.401748677257	-1189.2759039277103	-1942.2338986270777	-58.733423528862446
2770000	2.7401829405678875	-4674.458774059982	-307.142413855478	-4367.316360204504	11.948513053139505	24.901930906885685	32.895953476032126	5.9538866187365045	6.867747393583773	1.2684687592336747	3.0	2.0	7.0	3.0	5.0	8.610679904152633	0.7159377473519067	0.571468481993759	1.7125937706543162	0.0029053831961502598	-1234.7176712940454	-1189.5464773622778	-1943.0522115481813	-58.256579719249984
2771000	2.4047918753695097	-4668.123611902274	-303.645791168731	-4364.477820733543	11.120627027060335	75.9380318135192	9.590844191544114	14.36404288096172	4.962219221361463	1.2629898156196564	4.0	1.0	1.0	9.0	5.0	7.888423818571313	0.5721335136073652	0.6031644928660599	1.8247019935265567	0.002968948913911511	-1235.857698447373	-1194.9209814524975	-1933.6991408336723	-53.91069671485402
2772000	2.58240232422456	-4663.686539936409	-302.5718462449304	-4361.114693691478	12.674434441884499	110.45147662488222	2.2487949218192678	4.407572052784426	3.320686387360029	1.0983707957182813	2.0	1.0	3.0	10.0	4.0	8.607655747550474	0.5585829287646846	0.5757503195425558	1.8656667516927412	0.0027816801558917803	-1233.0874043915762	-1190.4584375977183	-1937.5688517021833	-54.19314059290913
2773000	0.37323471623007287	-4675.967067321859	-307.9324435731777	-4368.034623748681	12.753707884924998	97.73086618769065	7.819825033317727	4.5748944652518695	10.820077607075802	1.4869185436299734	3.0	3.0	2.0	5.0	7.0	8.287393297938609	0.6365784187092594	0.39217600495493465	1.9712455763357877	0.0026179118306619256	-1234.4721038572225	-1199.642392527098	-1933.9201273643605	-57.26854181922072
2774000	0.16439949369352735	-4678.108115606552	-309.46136691004665	-4368.646748696506	13.356095392453293	47.474563531988565	56.21584521693822	5.964876722917347	6.237769388181711	4.2323915560810885	1.0	3.0	1.0	5.0	10.0	8.772405240060984	0.5671993807809234	0.5907962109157495	1.842004408303309	0.0028428973333579745	-1234.0994531051103	-1194.522148168293	-1940.025147423103	-58.650656146992716
2775000	1.7820501134546447	-4678.512712684315	-304.4501385001924	-4374.062574184123	12.987110260258696	69.89619659383874	22.204164066278725	9.907318298553946	1.379792230129879	3.2871673205663043	3.0	2.0	1.0	1.0	13.0	6.788468704107332	0.5657936175601271	0.5816404046717297	1.8525659777681251	0.00303115176252924	-1238.4705928290905	-1199.8830003127377	-1935.7089810422951	-54.781395538000176
2776000	0.5885217015017252	-4678.15140269925	-306.7631650129832	-4371.388237686267	11.366248827643805	135.91272161241932	14.788537886250246	1.8161289382110373	3.9072008922505788	3.657731228872179	1.0	3.0	1.0	2.0	13.0	8.99173304258744	0.5931627905344258	0.5957997744503865	1.81103743501517	0.002805852485278154	-1233.3987849433802	-1196.0085247997652	-1941.9809279431213	-56.51178682861183
2777000	0.8850141099423006	-4692.668664690387	-321.89243613865665	-4370.776228551731	11.562892872274658	647.1179674262734	351.0429398502987	39.18224204941851	39.54995780268243	3.314650530527856	1.0	2.0	2.0	4.0	11.0	11.977845214155343	0.6614079172443202	0.4500635064755626	1.8885285762800994	0.0030095769946117627	-1237.339410006261	-1193.594141801263	-1939.8426767442068	-61.25183215034732
2778000	1.7586307654441526	-4672.071232942873	-306.3916967561074	-4365.679536186766	10.235785981211526	11.801485966922499	38.01980238882119	19.020833564504766	56.219888274633895	2.2489427018692894	1.0	1.0	1.0	3.0	14.0	8.156374110115696	0.5348677703741449	0.5352367558414496	1.9298954737843879	0.0035044347488483395	-1235.5298007439721	-1193.2619753554313	-1936.8877600873625	-51.76742206000264
2779000	1.8761742576308151	-4676.217938037557	-311.3192186427507	-4364.898719394807	12.782373878141996	70.0951988568626	125.99236935437845	37.21863761390764	20.344723366661157	2.4324149951104372	1.0	1.0	1.0	2.0	15.0	9.324683768827986	0.6485200071409923	0.509354366584623	1.842125626274367	0.0033320830492636765	-1236.0325597528326	-1194.692792724362	-1934.1733669176115	-56.10344542283864
2780000	0.99844865467715	-4679.9691124376695	-306.5379728413893	-4373.43113959628	10.423868319812316	67.53386707624325	35.181123198158765	15.784758140117379	4.834223682181828	3.7343184334263237	1.0	2.0	1.0	5.0	11.0	9.60857591334178	0.5084388219628397	0.5935155861668338	1.8980455918703087	0.0032244584497737555	-1237.3624888183444	-1193.749013884774	-1942.3196368931624	-55.647928121167524
2781000	1.9754438325197419	-4674.794691553564	-311.7072100115191	-4363.087481542045	12.416032560212003	43.57040956881489	31.846603479121963	39.43978331926209	4.132582395152481	3.9456484565747747	1.0	1.0	3.0	4.0	11.0	8.787060553963308	0.5627573154005026	0.5071675910560218	1.9300750935434576	0.0028763939965139656	-1234.0383840243176	-1193.9728619297355	-1935.0762355879915	-60.143155253559215
2782000	2.340653107317868	-4670.147124760534	-307.77454173991003	-4362.372583020624	11.287170783567989	115.43447583283017	109.41394365515033	41.427508449090624	4.128865842853057	4.015405061896981	1.0	1.0	2.0	1.0	15.0	10.05801840322658	0.5754363022730006	0.5177831154643843	1.9067805822625974	0.0031992002457074038	-1231.5358422828158	-1194.810654742773	-1936.0260859950345	-53.474509429302344
2783000	2.114700446524929	-4688.526635724861	-318.57425806390154	-4369.952377660959	12.907693733936144	60.575114926747425	77.84677159345864	76.41950303211752	6.4840198893556495	4.13998657540878	2.0	3.0	2.0	1.0	12.0	9.171060411014983	0.502155499912816	0.5692758429331878	1.9285686571539786	0.0027297153637715088	-1238.03120908412	-1194.80658943976	-1937.1145791370793	-64.34147445136385
2784000	2.2214031391073026	-4681.468991731162	-311.64665618754503	-4369.822335543617	12.992120911675242	75.07333137376978	23.951399010657397	23.523885086218403	6.077944455276896	4.268045611225041	2.0	2.0	1.0	1.0	14.0	9.535529110661537	0.5348526370631665	0.5943973769737906	1.8707499859630254	0.0027536412511261045	-1234.0125086672178	-1195.3587551091953	-1940.4510717672042	-60.09569906024952
2785000	2.565410237408841	-4664.913564000349	-301.34214605261684	-4363.571417947732	11.703906146696589	71.65773662383167	45.41702375049718	7.308193918888899	4.2584108552590925	2.110435762540568	1.0	2.0	5.0	6.0	6.0	7.817981997150286	0.6131342423414621	0.5693654488390251	1.8175003088194952	0.002964276941582282	-1234.6894958710195	-1188.4007726248833	-1940.481149451829	-51.35662857767566
2786000	3.405958275761244	-4670.591080673778	-304.8003644413281	-4365.79071623245	11.25469344188848	158.5878330234829	19.684653682149143	8.841436203047564	7.8462502329309896	1.2505556012187322	1.0	1.0	5.0	6.0	7.0	10.297864882182099	0.6926127692138362	0.6266158794429526	1.6807713513431937	0.003107456423805359	-1235.1747453501587	-1190.7799819580205	-1939.835988924271	-53.23787533463727
2787000	1.1552854326453916	-4666.861824835512	-302.4705727675945	-4364.391252067918	11.148204324878233	29.285028488373037	26.95062771751455	6.484719515729378	7.255134414912876	1.1521843434196628	2.0	2.0	3.0	6.0	7.0	9.818452061755575	0.635653773215972	0.5566662275505708	1.8076799992334396	0.0036085540604318947	-1235.018786297532	-1192.7758975388288	-1936.596568231557	-53.58996675290168
2788000	2.760187611153356	-4669.151915574335	-301.41570852150255	-4367.7362070528325	10.726408992316694	74.08189384732367	7.419632062700841	5.591731594939243	4.30404104357678	0.7427254195075006	3.0	1.0	5.0	5.0	6.0	9.152765928643692	0.686912448170433	0.4543026774218959	1.8587848744076534	0.0030220699394475996	-1231.19497177811	-1191.6636443113425	-1944.8775909633798	-53.35175357401461
2789000	2.0092650450988945	-4665.786614006047	-305.89270670710675	-4359.89390729894	12.05810809836327	71.29219953800492	12.373834306252988	8.921557620718385	5.303628751433188	0.9647550628622203	2.0	2.0	4.0	5.0	7.0	9.152765928643692	0.5287318451890275	0.6188871410818031	1.8523810137291514	0.002975738421567128	-1233.1819539142198	-1191.5047638531432	-1935.207189531577	-56.84317649872802
2790000	1.5612713897673247	-4673.927374543591	-306.3157135027506	-4367.611661040841	11.51530841103647	30.437834853046628	7.01231185512868	6.842111743051199	6.523002489373617	3.341711713544971	4.0	3.0	3.0	2.0	8.0	8.449332874886572	0.6408479322718585	0.6559433221584519	1.7032087455696714	0.0032482094908777817	-1238.124357537199	-1193.3804588983005	-1936.1068446053416	-58.67387790534161
2791000	2.2226260169488126	-4667.699815790245	-303.2222972559266	-4364.477518534319	10.434149239620009	68.62639481982264	15.738681695316663	8.496081204216313	4.049614741822825	1.7930681947941496	1.0	3.0	6.0	8.0	2.0	8.449332874886572	0.6112050776266194	0.4194806101187528	1.9693143122546097	0.00316841684079822	-1231.8232027674524	-1195.193968372503	-1937.460347394364	-54.38941747901046
